date,action,company_name,symbol,source
2002-05-21,include,Onward Technologies Ltd.,,nse_incl_excl
2002-05-21,exclude,Hoganas India Ltd.- Sus,,nse_incl_excl
2002-06-06,include,Oil & Natural Gas Corporation Ltd.,,nse_incl_excl
2002-06-06,exclude,Tata SSL Ltd.,,nse_incl_excl
2002-07-09,include,Alok Industries Ltd.,,nse_incl_excl
2002-07-09,include,Balmer Lawrie & Co. Ltd.,,nse_incl_excl
2002-07-09,include,Bhushan Steel Ltd.,,nse_incl_excl
2002-07-09,include,Indian Oil Corporation Ltd.,,nse_incl_excl
2002-07-09,include,Rain Industries Ltd,,nse_incl_excl
2002-07-09,include,Shanthi Gears Ltd.,,nse_incl_excl
2002-07-09,include,West Coast Paper Mills Ltd.,,nse_incl_excl
2002-07-09,exclude,Assam Company India Ltd.,,nse_incl_excl
2002-07-09,exclude,Cabot India Ltd.,,nse_incl_excl
2002-07-09,exclude,Information Technologies India Ltd.,,nse_incl_excl
2002-07-09,exclude,Krebs Biochemicals Ltd.,,nse_incl_excl
2002-07-09,exclude,Punjab Anand Lamp Industries Ltd.,,nse_incl_excl
2002-07-09,exclude,VLS Finance Ltd.,,nse_incl_excl
2002-07-09,exclude,Warren Tea Ltd.,,nse_incl_excl
2002-07-18,include,Tata Coffee Ltd.,,nse_incl_excl
2002-07-18,exclude,Godrej Industries Ltd.-Old,,nse_incl_excl
2002-08-13,include,NELCO Ltd.,,nse_incl_excl
2002-08-13,exclude,United Breweries Ltd.-Old,,nse_incl_excl
2002-08-20,include,Venky's (India) Ltd.,,nse_incl_excl
2002-08-20,exclude,Sandvik Asia Ltd. - Delisted,,nse_incl_excl
2002-09-19,include,AXIS IT&T Ltd.,,nse_incl_excl
2002-09-19,include,Agro Dutch Industries Ltd.,,nse_incl_excl
2002-09-19,include,Andhra Sugars Ltd.,,nse_incl_excl
2002-09-19,include,Asahi India Glass Ltd.,,nse_incl_excl
2002-09-19,include,BSL Ltd.,,nse_incl_excl
2002-09-19,include,Bharat Hotels Ltd. - Delisted,,nse_incl_excl
2002-09-19,include,Compudyne Winfosystems Ltd.,,nse_incl_excl
2002-09-19,include,Coromandel International Ltd.,,nse_incl_excl
2002-09-19,include,Dena Bank,,nse_incl_excl
2002-09-19,include,Elder Pharmaceuticals Ltd.,,nse_incl_excl
2002-09-19,include,First Leasing Co. of India Ltd.,,nse_incl_excl
2002-09-19,include,Gammon India Ltd.,,nse_incl_excl
2002-09-19,include,Graphite India Ltd.,,nse_incl_excl
2002-09-19,include,Heritage Foods Ltd.,,nse_incl_excl
2002-09-19,include,IVRCL Ltd.,,nse_incl_excl
2002-09-19,include,India Nippon Electricals Ltd.,,nse_incl_excl
2002-09-19,include,KDL Biotech Ltd.,,nse_incl_excl
2002-09-19,include,KPIT Technologies Ltd.,,nse_incl_excl
2002-09-19,include,Lupin Ltd.,,nse_incl_excl
2002-09-19,include,MRO-TEK Ltd.,,nse_incl_excl
2002-09-19,include,Madras Fertilizers Ltd.,,nse_incl_excl
2002-09-19,include,Manali Petrochemicals Ltd.,,nse_incl_excl
2002-09-19,include,Melstar Information Technologies Ltd.,,nse_incl_excl
2002-09-19,include,NRB Bearings Ltd.,,nse_incl_excl
2002-09-19,include,PSL Ltd.,,nse_incl_excl
2002-09-19,include,Panasonic AVC Networks India Co. Ltd.,,nse_incl_excl
2002-09-19,include,Pricol Ltd.,,nse_incl_excl
2002-09-19,include,S. Kumars Nationwide Ltd.,,nse_incl_excl
2002-09-19,include,S.B.& T. International Ltd.,,nse_incl_excl
2002-09-19,include,SREI Infrastructure Finance Ltd.,,nse_incl_excl
2002-09-19,include,Shirpur Gold Refinery Ltd.,,nse_incl_excl
2002-09-19,include,Siltap Chemicals Ltd.- Merged,,nse_incl_excl
2002-09-19,include,Sintex Industries Ltd.,,nse_incl_excl
2002-09-19,include,Sirpur Paper Mills Ltd.,,nse_incl_excl
2002-09-19,include,Sundaram Brake Linings Ltd.,,nse_incl_excl
2002-09-19,include,Surya Roshni Ltd.,,nse_incl_excl
2002-09-19,include,Tamilnadu Telecommunications Ltd.,,nse_incl_excl
2002-09-19,include,Thirumalai Chemicals Ltd.,,nse_incl_excl
2002-09-19,include,United Spirits Ltd.,,nse_incl_excl
2002-09-19,include,Wellwin Industry Ltd.,,nse_incl_excl
2002-09-19,include,Wheels India Ltd.,,nse_incl_excl
2002-09-19,include,Zenith Computer Ltd.,,nse_incl_excl
2002-09-19,include,Zodiac Clothing Co. Ltd.,,nse_incl_excl
2002-09-19,exclude,Alstom T&D India Ltd.,,nse_incl_excl
2002-09-19,exclude,Automotive Axles Ltd.,,nse_incl_excl
2002-09-19,exclude,Bannari Amman Sugars Ltd.,,nse_incl_excl
2002-09-19,exclude,Bhushan Steel Ltd.,,nse_incl_excl
2002-09-19,exclude,Binani Industries Ltd.,,nse_incl_excl
2002-09-19,exclude,Cadbury India Ltd.,,nse_incl_excl
2002-09-19,exclude,Chettinad Cement Corporation Ltd.,,nse_incl_excl
2002-09-19,exclude,Daewoo Motors India Ltd.,,nse_incl_excl
2002-09-19,exclude,Deepak Fertilisers & Petrochemicals Corp. Ltd.,,nse_incl_excl
2002-09-19,exclude,Forbes Gokak Ltd.,,nse_incl_excl
2002-09-19,exclude,Fulford (India) Ltd.,,nse_incl_excl
2002-09-19,exclude,GKN Driveshafts Ltd. -Delisted,,nse_incl_excl
2002-09-19,exclude,Garware-Wall Ropes Ltd.,,nse_incl_excl
2002-09-19,exclude,Godavari Fertilisers & Chemicals Ltd.,,nse_incl_excl
2002-09-19,exclude,Goodricke Group Ltd.,,nse_incl_excl
2002-09-19,exclude,Goodyear India Ltd.,,nse_incl_excl
2002-09-19,exclude,Greaves Cotton Ltd.,,nse_incl_excl
2002-09-19,exclude,Gulf Oil India Ltd.-Old,,nse_incl_excl
2002-09-19,exclude,Hindustan Powerplus Ltd.,,nse_incl_excl
2002-09-19,exclude,India Glycols Ltd.,,nse_incl_excl
2002-09-19,exclude,Insilco Ltd. - Sus,,nse_incl_excl
2002-09-19,exclude,International Travel House Ltd.,,nse_incl_excl
2002-09-19,exclude,Ion Exchange (India) Ltd.,,nse_incl_excl
2002-09-19,exclude,JK Tyre & Industries Ltd..,,nse_incl_excl
2002-09-19,exclude,Jindal Photo Ltd.,,nse_incl_excl
2002-09-19,exclude,Jubilant Life Sciences Ltd.,,nse_incl_excl
2002-09-19,exclude,Kinetic Engineering Ltd.,,nse_incl_excl
2002-09-19,exclude,Munjal Showa Ltd.,,nse_incl_excl
2002-09-19,exclude,Paper Products Ltd.,,nse_incl_excl
2002-09-19,exclude,Philips India Ltd.,,nse_incl_excl
2002-09-19,exclude,Prism Cement Ltd.,,nse_incl_excl
2002-09-19,exclude,Reliance Petroleum Ltd.- Merge,,nse_incl_excl
2002-09-19,exclude,Soundcraft Industries Ltd.,,nse_incl_excl
2002-09-19,exclude,Tata Sponge Iron Ltd.,,nse_incl_excl
2002-09-19,exclude,Timken India Ltd.,,nse_incl_excl
2002-09-19,exclude,Usha (India) Ltd.,,nse_incl_excl
2002-09-19,exclude,Vardhman Holdings Ltd.,,nse_incl_excl
2002-09-19,exclude,Vardhman Polytex Ltd.,,nse_incl_excl
2002-09-19,exclude,Vardhman Textiles Ltd.,,nse_incl_excl
2002-09-19,exclude,Varun Shipping Co. Ltd.,,nse_incl_excl
2002-09-19,exclude,Vision Organics Ltd,,nse_incl_excl
2002-09-19,exclude,Widia (India) Ltd.,,nse_incl_excl
2002-09-19,exclude,Winsome Diamonds and Jewellery Ltd.,,nse_incl_excl
2002-10-11,include,HMT Ltd.,,nse_incl_excl
2002-10-11,include,Kakatiya Cement Sugar & Industries Ltd.,,nse_incl_excl
2002-10-11,exclude,Denso India Ltd.,,nse_incl_excl
2002-10-11,exclude,Infar (India) Ltd.,,nse_incl_excl
2002-11-11,include,Godrej Consumer Products Ltd.,,nse_incl_excl
2002-11-11,include,KCP Ltd.,,nse_incl_excl
2002-11-11,include,Patspin India Ltd.,,nse_incl_excl
2002-11-11,exclude,CFL Capital Financial Services Ltd.,,nse_incl_excl
2002-11-11,exclude,Modi Rubber Ltd.,,nse_incl_excl
2002-11-11,exclude,Panasonic AVC Networks India Co. Ltd.,,nse_incl_excl
2003-01-21,include,Munjal Showa Ltd.,,nse_incl_excl
2003-01-21,include,Prism Cement Ltd.,,nse_incl_excl
2003-01-21,include,Vardhman Textiles Ltd.,,nse_incl_excl
2003-01-21,exclude,JK Lakshmi Cement Ltd.,,nse_incl_excl
2003-01-21,exclude,Padmini Technologies Ltd.,,nse_incl_excl
2003-01-21,exclude,Thirumalai Chemicals Ltd.,,nse_incl_excl
2003-02-25,include,MPS Ltd.,,nse_incl_excl
2003-02-25,exclude,Kinetic Motor Co. Ltd.,,nse_incl_excl
2003-03-05,include,Rico Auto Industries Ltd.,,nse_incl_excl
2003-03-05,exclude,Indo Gulf Corporation Ltd.,,nse_incl_excl
2003-03-06,include,Vardhman Holdings Ltd.,,nse_incl_excl
2003-03-06,exclude,Parke-Davis (India) Ltd.,,nse_incl_excl
2003-03-17,include,Bharti Airtel Ltd.,,nse_incl_excl
2003-03-17,include,Oracle Financial Services Software Ltd.,,nse_incl_excl
2003-03-17,exclude,Roofit Industries Ltd.,,nse_incl_excl
2003-03-17,exclude,Sun Earth Ceramics Ltd.,,nse_incl_excl
2003-03-27,include,Punjab National Bank,,nse_incl_excl
2003-03-27,exclude,Reckitt Benckiser (India) Ltd,,nse_incl_excl
2003-04-01,include,Bannari Amman Sugars Ltd.,,nse_incl_excl
2003-04-01,include,Deepak Fertilisers & Petrochemicals Corp. Ltd.,,nse_incl_excl
2003-04-01,include,Fertilisers and Chemicals Travancore Ltd.,,nse_incl_excl
2003-04-01,include,Future Retail Ltd.,,nse_incl_excl
2003-04-01,include,Godavari Fertilisers & Chemicals Ltd.,,nse_incl_excl
2003-04-01,include,Hexaware Technologies Ltd.,,nse_incl_excl
2003-04-01,include,Hikal Ltd.,,nse_incl_excl
2003-04-01,include,Jindal Photo Ltd.,,nse_incl_excl
2003-04-01,include,Paper Products Ltd.,,nse_incl_excl
2003-04-01,include,Trident Ltd.,,nse_incl_excl
2003-04-01,include,Union Bank of India,,nse_incl_excl
2003-04-01,exclude,ADC India Communications Ltd.,,nse_incl_excl
2003-04-01,exclude,Abbott India Ltd.,,nse_incl_excl
2003-04-01,exclude,Atlas Copco (India) Ltd.,,nse_incl_excl
2003-04-01,exclude,Burroughs Wellcome (India) Ltd.,,nse_incl_excl
2003-04-01,exclude,Carrier Aircon Ltd.,,nse_incl_excl
2003-04-01,exclude,Henkel SPIC India Ltd.,,nse_incl_excl
2003-04-01,exclude,Hindustan Zinc Ltd.,,nse_incl_excl
2003-04-01,exclude,Procter & Gamble Hygiene & Health Care Ltd.,,nse_incl_excl
2003-04-01,exclude,Punjab Communications Ltd.,,nse_incl_excl
2003-04-01,exclude,Rayban Sun Optics India Ltd.,,nse_incl_excl
2003-04-01,exclude,Tata Infotech Ltd.-Merged,,nse_incl_excl
2003-04-07,include,Central India Polyesters Ltd.,,nse_incl_excl
2003-04-07,include,Jain Irrigation Systems Ltd.,,nse_incl_excl
2003-04-07,include,Search Chem. Industries Ltd. - Sus,,nse_incl_excl
2003-04-07,include,Tata Sponge Iron Ltd.,,nse_incl_excl
2003-04-07,exclude,Bayer Cropscience Ltd.,,nse_incl_excl
2003-04-07,exclude,Ciba Speciality Chemicals (India) Ltd.,,nse_incl_excl
2003-04-07,exclude,Kodak India Ltd. - Delisted,,nse_incl_excl
2003-04-07,exclude,Silverline Technologies Ltd. -Sus,,nse_incl_excl
2003-04-25,include,Jindal Iron & Steel Co. Ltd.,,nse_incl_excl
2003-04-25,exclude,Madura Coats Ltd.,,nse_incl_excl
2003-05-02,include,Aptech Ltd.,,nse_incl_excl
2003-05-02,include,Gujarat Ambuja Exports Ltd.,,nse_incl_excl
2003-05-02,include,Praj Industries Ltd.,,nse_incl_excl
2003-05-02,include,Todays Writing Instruments Ltd.,,nse_incl_excl
2003-05-02,exclude,Castrol (India) Ltd.,,nse_incl_excl
2003-05-02,exclude,Novartis India Ltd.,,nse_incl_excl
2003-05-02,exclude,OTIS Elevator Company (India) Ltd.,,nse_incl_excl
2003-05-02,exclude,Wartsila India Ltd.,,nse_incl_excl
2003-05-23,include,Vardhman Polytex Ltd.,,nse_incl_excl
2003-05-23,exclude,Indo Rama Synthetics (India) Ltd. - Old,,nse_incl_excl
2003-06-17,include,Canara Bank,,nse_incl_excl
2003-06-17,exclude,Bharat Hotels Ltd. - Delisted,,nse_incl_excl
2003-08-04,include,Jindal Poly Films Ltd.,,nse_incl_excl
2003-08-04,exclude,Nestle India Ltd.,,nse_incl_excl
2003-08-11,include,Allahabad Bank,,nse_incl_excl
2003-08-11,exclude,Whirlpool of India Ltd.,,nse_incl_excl
2003-09-05,include,Shriram Transport Finance Co. Ltd.,,nse_incl_excl
2003-09-05,exclude,German Remedies Ltd.,,nse_incl_excl
2003-09-09,include,Jubilant Life Sciences Ltd.,,nse_incl_excl
2003-09-09,exclude,Jindal Strips Ltd.- Merged,,nse_incl_excl
2003-09-11,include,Regency Ceramics Ltd.,,nse_incl_excl
2003-09-11,exclude,TVS Electronics Ltd. - Merge,,nse_incl_excl
2003-09-29,include,Bajaj Hindusthan Ltd.,,nse_incl_excl
2003-09-29,exclude,Excel Industries Ltd.- Arrangement,,nse_incl_excl
2003-10-01,include,Visaka Industries Ltd.,,nse_incl_excl
2003-10-01,exclude,Siltap Chemicals Ltd.- Merged,,nse_incl_excl
2003-11-19,include,Amtek Auto Ltd.,,nse_incl_excl
2003-11-19,exclude,Standard Industries Ltd.- Delisted,,nse_incl_excl
2003-11-21,include,Divi's Laboratories Ltd.,,nse_incl_excl
2003-11-21,exclude,Bayer Cropscience India Ltd. -Erstwhile,,nse_incl_excl
2003-12-05,include,Omax Autos Ltd.,,nse_incl_excl
2003-12-05,include,State Trading Corporation of India Ltd.,,nse_incl_excl
2003-12-05,exclude,Search Chem. Industries Ltd. - Sus,,nse_incl_excl
2003-12-05,exclude,United Phosphorous Ltd. -Sus,,nse_incl_excl
2003-12-11,include,Indo Gulf Fertilisers Ltd.,,nse_incl_excl
2003-12-11,exclude,Indian Aluminium Co. Ltd.,,nse_incl_excl
2004-01-02,include,SML Isuzu Ltd.,,nse_incl_excl
2004-01-02,exclude,Mukand Ltd.- Old,,nse_incl_excl
2004-01-28,include,JSW Steel Ltd.,,nse_incl_excl
2004-01-28,exclude,Centurion Bank Ltd.,,nse_incl_excl
2004-03-01,include,Maruti Suzuki India Ltd.,,nse_incl_excl
2004-03-01,exclude,Bank of Rajasthan Ltd.,,nse_incl_excl
2004-03-15,include,Automotive Axles Ltd.,,nse_incl_excl
2004-03-15,include,Godrej Industries Ltd.,,nse_incl_excl
2004-03-15,include,Indo Rama Synthetics Ltd.,,nse_incl_excl
2004-03-15,include,Nava Bharat Ventures Ltd.,,nse_incl_excl
2004-03-15,exclude,Balaji Distilleries Ltd.,,nse_incl_excl
2004-03-15,exclude,Oswal Chemicals & Fertilizers Ltd.,,nse_incl_excl
2004-03-15,exclude,PSI Data Systems Ltd.,,nse_incl_excl
2004-03-15,exclude,Rain Industries Ltd,,nse_incl_excl
2004-03-22,include,Rane Engine Valves Ltd. -old,,nse_incl_excl
2004-03-22,exclude,Jaiprakash Industries Ltd.- Suspended,,nse_incl_excl
2004-04-12,include,Munjal Auto Industries Ltd.,,nse_incl_excl
2004-04-12,exclude,Digital Globalsoft Ltd.,,nse_incl_excl
2004-04-16,include,Rane Brake Linings Ltd. -old,,nse_incl_excl
2004-04-16,exclude,Lakshmi Auto Components Ltd.- Delisted,,nse_incl_excl
2004-05-24,include,UCO Bank,,nse_incl_excl
2004-05-24,exclude,Larsen & Toubro Ltd.-Sus,,nse_incl_excl
2004-06-14,include,Welspun Corp Ltd.,,nse_incl_excl
2004-06-14,exclude,Hind Lever Chemicals Ltd.,,nse_incl_excl
2004-07-09,include,Bhushan Steel Ltd.,,nse_incl_excl
2004-07-09,include,Welspun India Ltd.,,nse_incl_excl
2004-07-09,exclude,Ashok Leyland Finance Ltd.,,nse_incl_excl
2004-07-09,exclude,NIIT Ltd.-Sus,,nse_incl_excl
2004-08-27,include,Dredging Corporation of India Ltd.,,nse_incl_excl
2004-08-27,exclude,Global Trust Bank Ltd.,,nse_incl_excl
2004-08-30,include,UPL Ltd.,,nse_incl_excl
2004-08-30,exclude,Eicher Ltd.,,nse_incl_excl
2004-11-18,include,Larsen & Toubro Ltd.,,nse_incl_excl
2004-11-18,exclude,Compudyne Winfosystems Ltd.,,nse_incl_excl
2004-12-10,include,Biocon Ltd.,,nse_incl_excl
2004-12-10,include,Dishman Pharmaceuticals & Chemicals Ltd.,,nse_incl_excl
2004-12-10,include,Indraprastha Gas Ltd.,,nse_incl_excl
2004-12-10,include,Jaiprakash Associates Ltd.,,nse_incl_excl
2004-12-10,include,LG Balakrishnan & Bros Ltd.,,nse_incl_excl
2004-12-10,include,Matrix Laboratories Ltd.,,nse_incl_excl
2004-12-10,include,Monnet Ispat and Energy Ltd.,,nse_incl_excl
2004-12-10,include,NCC Ltd.,,nse_incl_excl
2004-12-10,include,NDTV Ltd.,,nse_incl_excl
2004-12-10,include,Patni Computer Systems Ltd.,,nse_incl_excl
2004-12-10,include,Petronet LNG Ltd.,,nse_incl_excl
2004-12-10,include,Procter & Gamble Hygiene & Health Care Ltd.,,nse_incl_excl
2004-12-10,include,Shree Rama Newsprint Ltd.,,nse_incl_excl
2004-12-10,include,Sona Koyo Steering Systems Ltd.,,nse_incl_excl
2004-12-10,include,Sterlite Industries (India) Ltd.,,nse_incl_excl
2004-12-10,include,Strides Arcolab Ltd.,,nse_incl_excl
2004-12-10,include,Suryalakshmi Cotton Mills Ltd.,,nse_incl_excl
2004-12-10,include,TV Today Network Ltd.,,nse_incl_excl
2004-12-10,exclude,AXIS IT&T Ltd.,,nse_incl_excl
2004-12-10,exclude,Atcom Technologies Ltd.,,nse_incl_excl
2004-12-10,exclude,BPL Engineering Ltd.,,nse_incl_excl
2004-12-10,exclude,HeidelbergCement India Ltd.,,nse_incl_excl
2004-12-10,exclude,IFCI Ltd.,,nse_incl_excl
2004-12-10,exclude,ITD Cementation India Ltd.,,nse_incl_excl
2004-12-10,exclude,ITI Ltd.,,nse_incl_excl
2004-12-10,exclude,LML Ltd.,,nse_incl_excl
2004-12-10,exclude,Madras Fertilizers Ltd.,,nse_incl_excl
2004-12-10,exclude,NOCIL Ltd.,,nse_incl_excl
2004-12-10,exclude,Parekh Platinum Ltd.,,nse_incl_excl
2004-12-10,exclude,Peninsula Land Ltd.,,nse_incl_excl
2004-12-10,exclude,R. S. Software (India) Ltd.,,nse_incl_excl
2004-12-10,exclude,RPG Cables Ltd.,,nse_incl_excl
2004-12-10,exclude,Snowcem India Ltd.,,nse_incl_excl
2004-12-10,exclude,Southern Petrochemicals Industries Corporation Ltd.,,nse_incl_excl
2004-12-10,exclude,Yokogawa Ltd.,,nse_incl_excl
2004-12-10,exclude,e-Serve International Ltd.,,nse_incl_excl
2004-12-22,include,Tata Consultancy Services Ltd.,,nse_incl_excl
2004-12-22,exclude,Jindal Photo Ltd.,,nse_incl_excl
2005-01-05,include,UltraTech Cement Ltd.,,nse_incl_excl
2005-01-05,exclude,India Gypsum Ltd.,,nse_incl_excl
2005-02-18,include,Indiabulls Financial Services Ltd.,,nse_incl_excl
2005-02-18,exclude,Jindal Iron & Steel Co. Ltd.,,nse_incl_excl
2005-02-21,include,Jindal Stainless Ltd.,,nse_incl_excl
2005-02-21,exclude,JSW Steel Ltd.,,nse_incl_excl
2005-03-04,include,Bosch Chassis Systems India Ltd.,,nse_incl_excl
2005-03-04,exclude,Pharmacia Healthcare Ltd.,,nse_incl_excl
2005-03-15,include,Shriram Investments Ltd.-Merged,,nse_incl_excl
2005-03-15,exclude,Eveready Industries India Ltd.,,nse_incl_excl
2005-03-24,include,NTPC Ltd.,,nse_incl_excl
2005-03-24,exclude,Wimco Ltd.-Delisted,,nse_incl_excl
2005-04-06,include,Tata Metaliks Ltd.,,nse_incl_excl
2005-04-06,exclude,Suryalakshmi Cotton Mills Ltd.,,nse_incl_excl
2005-04-08,include,Gujarat NRE Coke Ltd.,,nse_incl_excl
2005-04-08,exclude,ITC Hotels Ltd.,,nse_incl_excl
2005-04-13,include,Fresenius Kabi Oncology Ltd.,,nse_incl_excl
2005-04-13,exclude,Vardhman Holdings Ltd.,,nse_incl_excl
2005-04-20,include,Aarti Industries Ltd.,,nse_incl_excl
2005-04-20,include,Eicher Ltd.,,nse_incl_excl
2005-04-20,include,Radico Khaitan Ltd,,nse_incl_excl
2005-04-20,exclude,Shirpur Gold Refinery Ltd.,,nse_incl_excl
2005-04-20,exclude,Wellwin Industry Ltd.,,nse_incl_excl
2005-04-20,exclude,Welspun Corp Ltd.,,nse_incl_excl
2005-04-25,include,Ind-Swift Laboratories Ltd.,,nse_incl_excl
2005-04-25,exclude,Essar Steel Ltd.,,nse_incl_excl
2005-05-09,include,Vishal Exports Overseas Ltd.,,nse_incl_excl
2005-05-09,exclude,IDBI Bank Ltd.-OLD,,nse_incl_excl
2005-06-29,include,Patel Engineering Ltd.,,nse_incl_excl
2005-06-29,exclude,Morepen Laboratories Ltd.,,nse_incl_excl
2005-08-05,include,Jet Airways (India) Ltd.,,nse_incl_excl
2005-08-05,exclude,Tata Finance Ltd.,,nse_incl_excl
2005-09-26,include,Bhansali Engineering Polymers Ltd.,,nse_incl_excl
2005-09-26,include,Consolidated Finvest & Holdings Ltd.,,nse_incl_excl
2005-09-26,include,Dwarikesh Sugar Industrial Ltd.,,nse_incl_excl
2005-09-26,include,Gateway Distriparks Ltd.,,nse_incl_excl
2005-09-26,include,HSIL Ltd.,,nse_incl_excl
2005-09-26,include,Narmada Chematur Petrochemicals Ltd.,,nse_incl_excl
2005-09-26,include,Rajesh Exports Ltd.,,nse_incl_excl
2005-09-26,exclude,Ashima Ltd.,,nse_incl_excl
2005-09-26,exclude,Creative Eye Ltd.,,nse_incl_excl
2005-09-26,exclude,Cybertech Systems & Software Ltd.,,nse_incl_excl
2005-09-26,exclude,DSQ Software Ltd.,,nse_incl_excl
2005-09-26,exclude,Digjam Ltd.,,nse_incl_excl
2005-09-26,exclude,Hindustan Organic Chemicals Ltd.,,nse_incl_excl
2005-09-26,exclude,Tamilnadu Telecommunications Ltd.,,nse_incl_excl
2005-10-06,include,JSW Steel Ltd.,,nse_incl_excl
2005-10-06,exclude,Bank of Punjab Ltd.,,nse_incl_excl
2005-12-08,include,Financial Technologies (India) Ltd.,,nse_incl_excl
2005-12-08,exclude,JSW ISPAT Steel Ltd.,,nse_incl_excl
2005-12-14,include,Essar Steel Ltd.,,nse_incl_excl
2005-12-14,exclude,Shriram Investments Ltd.-Merged,,nse_incl_excl
2006-01-06,include,Shoppers Stop Ltd.,,nse_incl_excl
2006-01-06,exclude,Videocon International Ltd.,,nse_incl_excl
2006-02-03,include,IDFC Ltd.,,nse_incl_excl
2006-02-03,exclude,Flextronics Software Systems Ltd.,,nse_incl_excl
2006-03-02,include,Gokaldas Exports Ltd.,,nse_incl_excl
2006-03-02,include,Greaves Cotton Ltd.,,nse_incl_excl
2006-03-02,include,HSBC InvestDirect (India) Ltd.,,nse_incl_excl
2006-03-02,include,HT Media Ltd.,,nse_incl_excl
2006-03-02,include,India Glycols Ltd.,,nse_incl_excl
2006-03-02,include,Mercator Ltd.,,nse_incl_excl
2006-03-02,include,Simplex Infrastructures Ltd.,,nse_incl_excl
2006-03-02,exclude,BSL Ltd.,,nse_incl_excl
2006-03-02,exclude,Fertilisers and Chemicals Travancore Ltd.,,nse_incl_excl
2006-03-02,exclude,KDL Biotech Ltd.,,nse_incl_excl
2006-03-02,exclude,Regency Ceramics Ltd.,,nse_incl_excl
2006-03-02,exclude,Shree Rama Multi Tech Ltd.,,nse_incl_excl
2006-03-02,exclude,Tata Teleservices (Maharashtra) Ltd.,,nse_incl_excl
2006-03-02,exclude,Vinyl Chemicals (India) Ltd.,,nse_incl_excl
2006-03-23,include,Suzlon Energy Ltd.,,nse_incl_excl
2006-03-23,exclude,Vashisti Detergents Ltd.,,nse_incl_excl
2006-04-10,include,Triveni Engineering & Industries Ltd.,,nse_incl_excl
2006-04-10,exclude,Indo Gulf Fertilisers Ltd.,,nse_incl_excl
2006-04-13,include,Shree Renuka Sugars Ltd.,,nse_incl_excl
2006-04-13,exclude,Clariant (India) Ltd.,,nse_incl_excl
2006-05-17,include,Deccan Chronicle Holdings Ltd.,,nse_incl_excl
2006-05-17,exclude,Munjal Auto Industries Ltd.,,nse_incl_excl
2006-07-10,include,Reliance Communications Ltd.,,nse_incl_excl
2006-07-10,exclude,Birla Global Finance Ltd.,,nse_incl_excl
2006-07-14,include,Videocon Industries Ltd.,,nse_incl_excl
2006-07-14,exclude,Williamson Tea Assam Ltd.,,nse_incl_excl
2006-07-25,include,Reliance Natural Resources Ltd.,,nse_incl_excl
2006-07-25,exclude,Shyam Telecom Ltd.,,nse_incl_excl
2006-08-02,include,B L Kashyap & Sons Ltd.,,nse_incl_excl
2006-08-02,exclude,Shree Rama Newsprint Ltd.,,nse_incl_excl
2006-08-10,include,Punj Lloyd Ltd.,,nse_incl_excl
2006-08-10,exclude,Infomedia Press Ltd.,,nse_incl_excl
2006-09-13,include,Ansal Properties & Infrastructure Ltd.,,nse_incl_excl
2006-09-13,include,Kalpataru Power Transmission Ltd.,,nse_incl_excl
2006-09-13,include,Kirloskar Brothers Ltd.,,nse_incl_excl
2006-09-13,exclude,Kitply Industries Ltd.,,nse_incl_excl
2006-09-13,exclude,Pentamedia Graphics Ltd.,,nse_incl_excl
2006-09-13,exclude,Pentasoft Technologies Ltd.,,nse_incl_excl
2006-09-21,include,Inox Leisure Ltd.,,nse_incl_excl
2006-09-21,exclude,Torrent Power AEC Ltd.,,nse_incl_excl
2006-09-22,include,Sun TV Network Ltd.,,nse_incl_excl
2006-09-22,exclude,Kochi Refineries Ltd.,,nse_incl_excl
2006-09-28,include,Gitanjali Gems Ltd.,,nse_incl_excl
2006-09-28,exclude,Manali Petrochemicals Ltd.,,nse_incl_excl
2006-10-05,include,Mahindra & Mahindra Financial Services Ltd.,,nse_incl_excl
2006-10-05,include,Welspun Corp Ltd.,,nse_incl_excl
2006-10-05,exclude,Central India Polyesters Ltd.,,nse_incl_excl
2006-10-05,exclude,United Western Bank Ltd.,,nse_incl_excl
2006-11-08,include,Era Infra Engineering Ltd.,,nse_incl_excl
2006-11-08,exclude,Great Eastern Shipping Co. Ltd.,,nse_incl_excl
2006-11-17,include,D.S. Kulkarni Developers Ltd.,,nse_incl_excl
2006-11-17,exclude,Television Eighteen India Ltd.,,nse_incl_excl
2006-12-15,include,GMR Infrastructure Ltd.,,nse_incl_excl
2006-12-15,exclude,FCL Technologies & Products Ltd.,,nse_incl_excl
2007-01-24,include,Shree Precoated Steels Ltd.,,nse_incl_excl
2007-01-24,include,Tech Mahindra Ltd.,,nse_incl_excl
2007-01-24,exclude,Nahar Poly Films Ltd.,,nse_incl_excl
2007-01-24,exclude,Nahar Spinning Mills Ltd.,,nse_incl_excl
2007-03-06,include,Unity Infraprojects Ltd.,,nse_incl_excl
2007-03-06,exclude,Eicher Ltd.,,nse_incl_excl
2007-03-15,include,Hindustan Zinc Ltd.,,nse_incl_excl
2007-03-15,exclude,Narmada Chematur Petrochemicals Ltd.,,nse_incl_excl
2007-03-29,include,Great Eastern Shipping Co. Ltd.,,nse_incl_excl
2007-03-29,exclude,Hinduja Ventures Ltd.,,nse_incl_excl
2007-04-04,include,Allcargo Logistics Ltd.,,nse_incl_excl
2007-04-04,include,Amtek India Ltd.,,nse_incl_excl
