Company Name,Industry,Symbol,Series,ISIN Code
Divi's Laboratories Ltd.,PHARMACEUTICALS,DIVISLAB,EQ,INE361B01024
EIH Ltd.,HOTELS,EIHOTEL,EQ,INE230A01023
Educomp Solutions Ltd.,COMPUTERS - SOFTWARE,EDUCOMP,EQ,INE216H01027
Engineers India Ltd.,ENGINEERING,ENGINERSIN,EQ,INE510A01028
Exide Industries Ltd.,AUTO ANCILLARIES,EXIDEIND,EQ,INE302A01020
GMR Infrastructure Ltd.,CONSTRUCTION,GMRINFRA,EQ,INE776C01039
GVK Power & Infrastructures Ltd.,POWER,GVKPIL,EQ,INE251H01024
GlaxoSmithkline Consumer Healthcare Ltd.,FOOD AND FOOD PROCESSING,GSKCONS,EQ,INE264A01014
Glenmark Pharmaceuticals Ltd.,PHARMACEUTICALS,GLENMARK,EQ,INE935A01035
Godrej Consumer Products Ltd.,PERSONAL CARE,GODREJCP,EQ,INE102D01028
Godrej Industries Ltd.,CHEMICALS - INORGANIC,GODREJIND,EQ,INE233A01035
Great Eastern Shipping Co. Ltd.,SHIPPING,GESHIP,EQ,INE017A01032
HCL Infosystems Ltd.,COMPUTERS - HARDWARE,HCL-INSYS,EQ,INE236A01020
HT Media Ltd.,PRINTING AND PUBLISHING,HTMEDIA,EQ,INE501G01024
Hindustan Petroleum Corporation Ltd.,REFINERIES,HINDPETRO,EQ,INE094A01015
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025
Housing Development and Infrastructure Ltd.,CONSTRUCTION,HDIL,EQ,INE191I01012
IDBI Bank Ltd.,BANKS,IDBI,EQ,INE008A01015
IFCI Ltd.,FINANCIAL INSTITUTION,IFCI,EQ,INE039A01010
ING Vysya Bank Ltd.,BANKS,INGVYSYABK,EQ,INE166A01011
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014
IVRCL Ltd.,CONSTRUCTION,IVRCLINFRA,EQ,INE875A01025
India Cements Ltd.,CEMENT AND CEMENT PRODUCTS,INDIACEM,EQ,INE383A01012
Indiabulls Financial Services Ltd.,FINANCE,INDIABULLS,EQ,INE894F01025
Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,EQ,INE069I01010
Indian Bank,BANKS,INDIANB,EQ,INE562A01011
Indian Hotels Co. Ltd.,HOTELS,INDHOTEL,EQ,INE053A01029
Indian Overseas Bank ,BANKS,IOB,EQ,INE565A01014
Indraprastha Gas Ltd.,GAS,IGL,EQ,INE203G01019
Jammu & Kashmir Bank Ltd.,BANKS,J&KBANK,EQ,INE168A01017
Jindal Saw Ltd.,STEEL AND STEEL PRODUCTS,JINDALSAW,EQ,INE324A01024
Kansai Nerolac Paints Ltd.,PAINTS,KANSAINER,EQ,INE531A01016
Karur Vysya Bank Ltd.,BANKS,KARURVYSYA,EQ,INE036D01010
LIC Housing Finance Ltd.,FINANCE - HOUSING,LICHSGFIN,EQ,INE115A01026
Lanco Infratech Ltd.,CONSTRUCTION,LITL,EQ,INE785C01048
Madras Cements Ltd.,CEMENT AND CEMENT PRODUCTS,MADRASCEM,EQ,INE331A01037
Mahanagar Telephone Nigam Ltd.,TELECOMMUNICATION - SERVICES,MTNL,EQ,INE153A01019
Marico Ltd.,PERSONAL CARE,MARICO,EQ,INE196A01026
Max India Ltd.,PACKAGING,MAX,EQ,INE180A01020
Motherson Sumi Systems Ltd.,AUTO ANCILLARIES,MOTHERSUMI,EQ,INE775A01035
MphasiS Ltd.,COMPUTERS - SOFTWARE,MPHASIS,EQ,INE356A01018
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016
Oil India Ltd.,OIL EXPLORATION/PRODUCTION,OIL,EQ,INE274J01014
Opto Circuits (I) Ltd.,PHARMACEUTICALS,OPTOCIRCUI,EQ,INE808B01016
Oracle Financial Services Software Ltd.,COMPUTERS - SOFTWARE,OFSS,EQ,INE881D01027
Oriental Bank of Commerce,BANKS,ORIENTBANK,EQ,INE141A01014
Pantaloon Retail (India) Ltd.,MISCELLANEOUS,PANTALOONR,EQ,INE623B01027
Petronet LNG Ltd.,GAS,PETRONET,EQ,INE347G01014
Pfizer Ltd.,PHARMACEUTICALS,PFIZER,EQ,INE182A01018
Piramal Healthcare Ltd.,PHARMACEUTICALS,PIRHEALTH,EQ,INE140A01024
Power Finance Corporation Ltd.,FINANCIAL INSTITUTION,PFC,EQ,INE134E01011
Procter & Gamble Hygiene & Health Care Ltd.,PERSONAL CARE,PGHH,EQ,INE179A01014
Punj Lloyd Ltd.,CONSTRUCTION,PUNJLLOYD,EQ,INE701B01021
Shipping Corporation of India Ltd.,SHIPPING,SCI,EQ,INE109A01011
Shree Cement Ltd.,CEMENT AND CEMENT PRODUCTS,SHREECEM,EQ,INE070A01015
Sterling Biotech Ltd,PHARMACEUTICALS,STERLINBIO,EQ,INE324C01038
Sun TV Network Ltd.,MEDIA & ENTERTAINMENT,SUNTV,EQ,INE424H01027
Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,SUZLON,EQ,INE040H01021
Syndicate Bank,BANKS,SYNDIBANK,EQ,INE667A01018
Tata Chemicals Ltd.,CHEMICALS - INORGANIC,TATACHEM,EQ,INE092A01019
Tata Global Beverages Ltd.,TEA AND COFFEE,TATAGLOBAL,EQ,INE192A01025
Tech Mahindra Ltd.,COMPUTERS - SOFTWARE,TECHM,EQ,INE669C01028
Thermax Ltd.,ELECTRICAL EQUIPMENT,THERMAX,EQ,INE152A01029
Titan Industries Ltd.,GEMS JEWELLERY AND WATCHES,TITAN,EQ,INE280A01028
Torrent Power Ltd.,POWER,TORNTPOWER,EQ,INE813H01021
UCO Bank,BANKS,UCOBANK,EQ,INE691A01018
UltraTech Cement Ltd.,CEMENT AND CEMENT PRODUCTS,ULTRACEMCO,EQ,INE481G01011
Union Bank of India,BANKS,UNIONBANK,EQ,INE692A01016
United Phosphorus Ltd.,PESTICIDES AND AGROCHEMICALS,UNIPHOS,EQ,INE628A01036
Vijaya Bank,BANKS,VIJAYABANK,EQ,INE705A01016
Voltas Ltd.,ENGINEERING,VOLTAS,EQ,INE226A01021
Welspun Corp Ltd.,STEEL AND STEEL PRODUCTS,WELCORP,EQ,INE191B01025
Yes Bank Ltd.,BANKS,YESBANK,EQ,INE528G01019
