Constituents list of CNX 100,,,,

Company Name,Industry,Symbol,Series,ISIN Code
State Bank of India,BANKS,SBIN,EQ,INE062A01012
Syndicate Bank,BANKS,SYNDIBANK,EQ,INE667A01018
Union Bank of India,BANKS,UNIONBANK,EQ,INE692A01016
UTI Bank Ltd.,BANKS,UTIBANK,EQ,INE238A01026
Vijaya Bank,BANKS,VIJAYABANK,EQ,INE705A01016
Bharat Forge Ltd.,CASTINGS/FORGINGS,BHARATFORG,EQ,INE465A01025
ACC Ltd.,CEMENT AND CEMENT PRODUCTS,ACC,EQ,INE012A01025
Grasim Industries Ltd.,CEMENT AND CEMENT PRODUCTS,GRASIM,EQ,INE047A01013
Gujarat Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,GUJAMBCEM,EQ,INE079A01024
I T C Ltd.,CIGARETTES,ITC,EQ,INE154A01025
Ingersoll Rand (India) Ltd.,COMPRESSORS / PUMPS,INGERRAND,EQ,INE177A01018
Moser Baer India Ltd.,COMPUTERS - HARDWARE,MOSERBAER,EQ,INE739A01015
HCL Technologies Ltd.,COMPUTERS - SOFTWARE,HCLTECH,EQ,INE860A01027
I-Flex Solutions Ltd.,COMPUTERS - SOFTWARE,I-FLEX,EQ,INE881D01027
Infosys Technologies Ltd.,COMPUTERS - SOFTWARE,INFOSYSTCH,EQ,INE009A01021
Mphasis BFL Ltd.,COMPUTERS - SOFTWARE,MPHASISBFL,EQ,INE356A01018
Patni Computer Systems Ltd.,COMPUTERS - SOFTWARE,PATNI,EQ,INE660F01012
Polaris Software Lab Ltd.,COMPUTERS - SOFTWARE,POLARIS,EQ,INE763A01023
Satyam Computer Services Ltd.,COMPUTERS - SOFTWARE,SATYAMCOMP,EQ,INE275A01028
Tata Consultancy Services Ltd.,COMPUTERS - SOFTWARE,TCS,EQ,INE467B01029
Wipro Ltd.,COMPUTERS - SOFTWARE,WIPRO,EQ,INE075A01022
Jaiprakash Associates Ltd.,CONSTRUCTION,JPASSOCIAT,EQ,INE455F01017
Nirma Ltd.,DETERGENTS,NIRMA,EQ,INE091A01011
Cummins India Ltd.,DIESEL ENGINES,CUMMINSIND,EQ,INE298A01020
Hindustan Lever Ltd.,DIVERSIFIED,HINDLEVER,EQ,INE030A01027
ABB Ltd.,ELECTRICAL EQUIPMENT,ABB,EQ,INE117A01014
Bharat Heavy Electricals Ltd.,ELECTRICAL EQUIPMENT,BHEL,EQ,INE257A01018
Siemens Ltd.,ELECTRICAL EQUIPMENT,SIEMENS,EQ,INE003A01024
Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,SUZLON,EQ,INE040H01013
Bharat Electronics Ltd.,ELECTRONICS - INDUSTRIAL,BEL,EQ,INE263A01016
Larsen & Toubro Ltd.,ENGINEERING,LT,EQ,INE018A01030
Reliance Capital Ltd.,FINANCE,RELCAPITAL,EQ,INE013A01015
Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,HDFC,EQ,INE001A01028
LIC Housing Finance Ltd.,FINANCE - HOUSING,LICHSGFIN,EQ,INE115A01018
IFCI Ltd.,FINANCIAL INSTITUTION,IFCI,EQ,INE039A01010
Infrastructure Devlopment Finance Co. Ltd.,FINANCIAL INSTITUTION,IDFC,EQ,INE043D01016
GAIL (India) Ltd.,GAS,GAIL,EQ,INE129A01019
Zee Telefilms Ltd.,MEDIA & ENTERTAINMENT,ZEETELE,EQ,INE256A01028
Sterlite Industries (India) Ltd.,METALS,STER,EQ,INE268A01031
Container Corporation of India Ltd.,MISCELLANEOUS,CONCOR,EQ,INE111A01017
Oil & Natural Gas Corporation Ltd.,OIL EXPLORATION/PRODUCTION,ONGC,EQ,INE213A01011
Asian Paints Ltd.,PAINTS,ASIANPAINT,EQ,INE021A01018
Dabur India Ltd.,PERSONAL CARE,DABUR,EQ,INE016A01026
Indian Petrochemicals Corporation Ltd.,PETROCHEMICALS,IPCL,EQ,INE006A01019
Aurobindo Pharma Ltd.,PHARMACEUTICALS,AUROPHARMA,EQ,INE406A01029
Aventis Pharma Ltd.,PHARMACEUTICALS,AVENTIS,EQ,INE058A01010
Biocon Ltd.,PHARMACEUTICALS,BIOCON,EQ,INE376G01013
Cadila Healthcare Ltd.,PHARMACEUTICALS,CADILAHC,EQ,INE010B01019
Cipla Ltd.,PHARMACEUTICALS,CIPLA,EQ,INE059A01026
Dr. Reddy's Laboratories Ltd.,PHARMACEUTICALS,DRREDDY,EQ,INE089A01023
Glaxosmithkline Pharmaceuticals Ltd.,PHARMACEUTICALS,GLAXO,EQ,INE159A01016
Lupin Ltd.,PHARMACEUTICALS,LUPIN,EQ,INE326A01029
Nicholas Piramal India Ltd.,PHARMACEUTICALS,NICOLASPIR,EQ,INE140A01024
Pfizer Ltd.,PHARMACEUTICALS,PFIZER,EQ,INE182A01018
Ranbaxy Laboratories Ltd.,PHARMACEUTICALS,RANBAXY,EQ,INE015A01028
Sun Pharmaceutical Industries Ltd.,PHARMACEUTICALS,SUNPHARMA,EQ,INE044A01028
Wockhardt Ltd.,PHARMACEUTICALS,WOCKPHARMA,EQ,INE049B01025
Reliance Energy Ltd.,POWER,REL,EQ,INE036A01016
Tata Power Co. Ltd.,POWER,TATAPOWER,EQ,INE245A01013
Bharat Petroleum Corporation Ltd.,REFINERIES,BPCL,EQ,INE029A01011
Bongaigaon Refinery & Petrochemicals Ltd.,REFINERIES,BONGAIREFN,EQ,INE241A01012
Chennai Petroleum Corporation Ltd.,REFINERIES,CHENNPETRO,EQ,INE178A01016
Hindustan Petroleum Corporation Ltd.,REFINERIES,HINDPETRO,EQ,INE094A01015
IBP Co. Ltd.,REFINERIES,IBP,EQ,INE261A01010
Reliance Industries Ltd.,REFINERIES,RELIANCE,EQ,INE002A01018
Reliance Petroleum Ltd.,REFINERIES,RPL,EQ,RPL
Great Eastern Shipping Co. Ltd.,SHIPPING,GESHIPPING,EQ,INE017A01024
Steel Authority of India Ltd.,STEEL AND STEEL PRODUCTS,SAIL,EQ,INE114A01011
Tata Steel Ltd.,STEEL AND STEEL PRODUCTS,TATASTEEL,EQ,INE081A01012
Bharti Airtel Ltd.,TELECOMMUNICATION - SERVICES,BHARTIARTL,EQ,INE397D01016
Mahanagar Telephone Nigam Ltd.,TELECOMMUNICATION - SERVICES,MTNL,EQ,INE153A01019
Reliance Communications Ltd.,TELECOMMUNICATION - SERVICES,RCOM,EQ,INE330H01018
Tata Teleservices (Maharashtra) Ltd.,TELECOMMUNICATION - SERVICES,TTML,EQ,INE517B01013
Videsh Sanchar Nigam Ltd.,TELECOMMUNICATION - SERVICES,VSNL,EQ,INE151A01013
Raymond Ltd.,TEXTILE PRODUCTS,RAYMOND,EQ,INE301A01014
Jet Airways (India) Ltd.,TRAVEL AND TRANSPORT,JETAIRWAYS,EQ,INE802G01018
Apollo Tyres Ltd.,TYRES,APOLLOTYRE,EQ,INE438A01014
