date,symbol,side,shares,price,notional,slippage,cash_after
2020-07-10,ALKYLAMINE,BUY,93.61930182286916,969.1125,90727.63563781529,181.45527127563057,909090.9090909091
2020-07-10,LTFOODS,BUY,2006.6936275989003,45.2125,90727.63563781529,181.45527127563057,818181.8181818181
2020-07-10,GRANULES,BUY,390.1215184641345,232.5625,90727.63563781529,181.45527127563057,727272.7272727272
2020-07-10,ADANIGREEN,BUY,245.68293169364054,369.28749999999997,90727.63563781527,181.45527127563054,636363.6363636362
2020-07-10,ESCORTS,BUY,80.54118878609404,1126.475,90727.63563781527,181.45527127563054,545454.5454545453
2020-07-10,AUROPHARMA,BUY,110.96654666827536,817.6125,90727.63563781529,181.45527127563057,454545.45454545435
2020-07-10,NAVINFLUOR,BUY,52.65258032966915,1723.1375,90727.63563781527,181.45527127563054,363636.3636363635
2020-07-10,INDIACEM,BUY,739.6525885076147,122.6625,90727.63563781529,181.45527127563057,272727.2727272726
2020-07-10,TTML,BUY,24113.657312376152,3.7625,90727.63563781527,181.45527127563054,181818.1818181817
2020-07-10,IRB,BUY,7346.367258122695,12.350000000000001,90727.63563781529,181.45527127563057,90909.0909090908
2020-07-17,INDIACEM,SELL,739.6525885076147,117.475,86890.68783493203,173.78137566986408,177625.99736835295
2020-07-17,IRB,SELL,7346.367258122695,11.725,86136.1561014886,172.2723122029772,263589.88115763856
2020-07-17,NAVINFLUOR,SELL,52.65258032966915,1688.0375,88879.53006824388,177.75906013648776,352291.65216574597
2020-07-17,TTML,SELL,24113.657312376152,3.4750000000000005,83794.95916050715,167.5899183210143,435919.0214079321
2020-07-17,APLLTD,BUY,111.43956647475868,975.975,108762.2308902026,217.5244617804052,326939.2660559491
2020-07-17,SUZLON,BUY,27190.557722550653,4.0,108762.23089020261,217.52446178040523,217959.51070396608
2020-07-17,TATACOMM,BUY,161.99017875032504,671.4125,108762.23089020261,217.52446178040523,108979.75535198307
2020-07-17,POLYMED,BUY,285.07235670061624,381.525,108762.2308902026,217.5244617804052,7.275957614183426e-11
2020-07-24,POLYMED,SELL,285.07235670061624,380.625,108505.66576917206,217.01133153834414,108288.65443763378
2020-07-24,TATACOMM,SELL,161.99017875032504,643.1375,104181.95858603717,208.36391717207434,212262.2491064989
2020-07-24,DIXON,BUY,23.086848392096947,1529.2875,35306.42866042896,70.61285732085791,176885.2075887491
2020-07-24,LAURUSLABS,BUY,243.7868369440978,144.825,35306.42866042896,70.61285732085791,141508.1660709993
2020-07-24,IDEA,BUY,4221.994458646213,8.3625,35306.42866042896,70.61285732085791,106131.12455324948
2020-07-24,MUTHOOTFIN,BUY,26.875052739674558,1313.725,35306.42866042896,70.61285732085791,70754.08303549967
2020-07-24,NAVINFLUOR,BUY,19.601206759480053,1801.2375000000002,35306.42866042896,70.61285732085791,35377.04151774986
2020-07-24,RPOWER,BUY,9574.624721472259,3.6875,35306.42866042895,70.6128573208579,5.093170329928398e-11
2020-07-31,ADANIGREEN,SELL,245.68293169364054,341.9,83998.9943460557,167.9979886921114,83830.99635736365
2020-07-31,ALKYLAMINE,SELL,93.61930182286916,901.325,84381.41721549755,168.7628344309951,168043.6507384302
2020-07-31,APLLTD,SELL,111.43956647475868,989.875,110311.24086420174,220.62248172840347,278134.26912090357
2020-07-31,AUROPHARMA,SELL,110.96654666827536,849.15,94227.24310336601,188.454486206732,372173.05773806287
2020-07-31,DIXON,SELL,23.086848392096947,1504.0375,34723.48573852851,69.44697147705702,406827.09650511434
2020-07-31,ESCORTS,SELL,80.54118878609404,1139.3125,91761.58314885676,183.52316629771354,498405.1564876734
2020-07-31,GRANULES,SELL,390.1215184641345,276.66249999999997,107931.9946020836,215.8639892041672,606121.2871005528
2020-07-31,IDEA,SELL,4221.994458646213,8.275,34937.00414529742,69.87400829059484,640988.4172375597
2020-07-31,LAURUSLABS,SELL,243.7868369440978,175.9125,42885.1519539286,85.77030390785721,683787.7988875804
2020-07-31,LTFOODS,SELL,2006.6936275989003,53.25,106856.43566964145,213.7128713392829,790430.5216858826
2020-07-31,MUTHOOTFIN,SELL,26.875052739674558,1284.625,34524.36462570443,69.04872925140886,824885.8375823356
2020-07-31,NAVINFLUOR,SELL,19.601206759480053,1744.125,34186.95473937815,68.37390947875629,859004.418412235
2020-07-31,RPOWER,SELL,9574.624721472259,3.325,31835.62719889526,63.67125439779053,890776.3743567325
2020-07-31,SUZLON,SELL,27190.557722550653,4.05,110121.75877633014,220.24351755266028,1000677.8896155099
2020-07-31,PATANJALI,BUY,4604.866990470977,216.875,998680.5285583931,1997.3610571167862,0.0
2020-09-04,ADANIGREEN,BUY,0.0,542.75,0.0,0.0,0.0
2020-09-04,IDEA,BUY,0.0,12.037500000000001,0.0,0.0,0.0
2020-09-04,CGPOWER,BUY,0.0,24.325000000000003,0.0,0.0,0.0
2020-09-04,LAURUSLABS,BUY,0.0,236.5,0.0,0.0,0.0
2020-09-04,ALOKINDS,BUY,0.0,30.8125,0.0,0.0,0.0
2020-09-11,JPPOWER,BUY,0.0,2.6750000000000003,0.0,0.0,0.0
2020-09-11,NEULANDLAB,BUY,0.0,1006.325,0.0,0.0,0.0
2020-09-11,TATACOMM,BUY,0.0,870.9625,0.0,0.0,0.0
2020-09-18,IDEA,SELL,0.0,11.3,0.0,0.0,0.0
2020-09-18,INTELLECT,BUY,0.0,216.5125,0.0,0.0,0.0
2020-09-18,BLS,BUY,0.0,25.7,0.0,0.0,0.0
2020-09-18,LTFOODS,BUY,0.0,53.7875,0.0,0.0,0.0
2020-09-25,BLS,SELL,0.0,21.200000000000003,0.0,0.0,0.0
2020-09-25,COHANCE,BUY,0.0,386.46250000000003,0.0,0.0,0.0
2020-09-25,BSOFT,BUY,0.0,189.6,0.0,0.0,0.0
2020-09-25,GPIL,BUY,0.0,13.8125,0.0,0.0,0.0
2020-10-01,GPIL,SELL,0.0,15.200000000000001,0.0,0.0,0.0
2020-10-01,LTFOODS,SELL,0.0,54.7375,0.0,0.0,0.0
2020-10-01,PATANJALI,SELL,4604.866990470977,178.55,822199.0011485929,1644.398002297186,820554.6031462958
2020-10-01,ZENTEC,BUY,2501.272967645332,81.85,204729.1924017704,409.45838480354075,615415.9523597218
2020-10-01,KPITTECH,BUY,1650.2101150772426,124.0625,204729.19240177042,409.45838480354087,410277.30157314776
2020-10-01,PGEL,BUY,24156.836861565826,8.475000000000001,204729.19240177042,409.45838480354087,205138.6507865738
2020-10-09,COHANCE,SELL,0.0,386.6875,0.0,0.0,205138.6507865738
2020-10-09,KPITTECH,SELL,1650.2101150772426,118.3375,195281.7394929532,390.5634789859064,400029.8268005411
2020-10-09,WELSPUNLIV,BUY,5734.023182368349,69.625,399231.3640723963,798.4627281447927,0.0
2020-10-16,PGEL,SELL,24156.836861565826,8.9,214995.84806793585,429.9916961358717,214565.85637179998
2020-10-16,TATACOMM,SELL,0.0,857.1625,0.0,0.0,214565.85637179998
2020-10-16,WELSPUNLIV,SELL,5734.023182368349,69.8,400234.81812931073,800.4696362586214,614000.2048648521
2020-10-16,ZENTEC,SELL,2501.272967645332,79.225,198163.3508617014,396.3267017234028,811767.22902483
2020-10-16,PERSISTENT,BUY,419.1029384415928,644.35,270048.97838484036,540.0979567696808,541178.15268322
2020-10-16,KPITTECH,BUY,2420.0647777290496,111.5875,270048.97838484036,540.0979567696808,270589.07634160994
2020-10-23,KPITTECH,SELL,2420.0647777290496,105.5375,255407.58647957956,510.81517295915916,525485.8476482304
2020-10-23,PERSISTENT,SELL,419.1029384415928,591.0250000000001,247700.31419244243,495.40062838488484,772690.7612122879
2020-10-23,GPIL,BUY,8416.354316875528,18.325000000000003,154229.69285674408,308.4593857134882,618152.6089698304
2020-10-23,WELSPUNLIV,BUY,2035.3638120322548,75.77499999999999,154229.6928567441,308.45938571348825,463614.45672737283
2020-10-23,BLS,BUY,7190.195471176881,21.45,154229.6928567441,308.45938571348825,309076.3044849152
2020-10-23,PGEL,BUY,15046.799303096985,10.25,154229.6928567441,308.45938571348825,154538.15224245764
2020-10-23,JINDALSTEL,BUY,742.0686490972231,207.83749999999998,154229.69285674408,308.4593857134882,8.731149137020111e-11
2020-10-30,BSOFT,SELL,0.0,179.1875,0.0,0.0,8.731149137020111e-11
2020-10-30,JINDALSTEL,SELL,742.0686490972231,190.6,141438.28451793073,282.87656903586145,141155.40794889495
2020-10-30,TTML,BUY,9454.60809581474,7.45,70436.83031381981,140.87366062763962,70577.7039744475
2020-10-30,SAREGAMA,BUY,1110.1155289806115,63.45,70436.83031381981,140.87366062763962,5.820766091346741e-11
2020-11-06,ALOKINDS,SELL,0.0,22.3875,0.0,0.0,5.820766091346741e-11
2020-11-06,SAREGAMA,SELL,1110.1155289806115,64.85000000000001,71990.99205439267,143.98198410878535,71847.01007028394
2020-11-06,POONAWALLA,BUY,859.2402979575171,41.724999999999994,35851.801432277396,71.7036028645548,35923.50503514199
2020-11-06,APLAPOLLO,BUY,110.41515685949304,324.70000000000005,35851.801432277396,71.7036028645548,4.3655745685100555e-11
2020-11-13,APLAPOLLO,SELL,110.41515685949304,326.79999999999995,36083.67326168232,72.16734652336464,36011.505915159
2020-11-13,JPPOWER,SELL,0.0,2.3,0.0,0.0,36011.505915159
2020-11-13,NEULANDLAB,SELL,0.0,1107.1375,0.0,0.0,36011.505915159
2020-11-13,TTML,SELL,9454.60809581474,5.8,54836.726955725484,109.67345391145098,90738.55941697303
2020-11-13,WELSPUNLIV,SELL,2035.3638120322548,66.53750000000001,135428.01964309617,270.85603928619236,225895.723020783
2020-11-13,SAREGAMA,BUY,1525.5952180955837,73.8875,112722.41667703744,225.4448333540749,112947.86151039149
2020-11-20,BLS,SELL,7190.195471176881,18.9375,136164.32673541218,272.32865347082435,248839.85959233285
2020-11-20,SAREGAMA,SELL,1525.5952180955837,72.125,110033.55510514398,220.06711021028798,358653.34758726653
2020-11-20,TEJASNET,BUY,1681.4443811719675,106.4375,178968.7363209913,357.9374726419826,179326.67379363324
2020-11-27,ANANTRAJ,BUY,3367.2386890120647,26.575000000000003,89484.36816049562,178.96873632099124,89663.33689681662
2020-12-04,ANANTRAJ,SELL,3367.2386890120647,27.474999999999998,92514.88298060648,185.02976596121295,181993.19011146188
2020-12-04,TEJASNET,SELL,1681.4443811719675,122.4125,205829.81031021348,411.65962062042695,387411.34080105496
2020-12-04,ADANIENT,BUY,889.4876969499317,434.675,386638.06467171153,773.2761293434231,0.0
2020-12-11,POONAWALLA,SELL,859.2402979575171,43.2375,37151.40238293814,74.30280476587629,37077.09957817227
2020-12-18,ADANIGREEN,SELL,0.0,1033.4875,0.0,0.0,37077.09957817227
2020-12-18,INTELLECT,SELL,0.0,300.4125,0.0,0.0,37077.09957817227
2020-12-18,RKFORGE,BUY,122.9440763896986,100.32500000000002,12334.364463796514,24.668728927593026,24718.06638544816
2020-12-18,TEJASNET,BUY,89.37135740455764,138.01250000000002,12334.364463796514,24.668728927593026,12359.033192724055
2020-12-24,BSOFT,BUY,9.441220466954224,261.2875,2466.872892759302,4.933745785518604,9887.226554179235
2020-12-24,ADANIGREEN,BUY,2.3639240024524963,1043.55,2466.8728927593024,4.933745785518605,7415.419915634414
