event_date,scrip_name,action
2004-12-10,Madras Fertilizers Ltd.,out
2004-12-10,Matrix Laboratories Ltd.,in
2004-12-10,Monnet Ispat and Energy Ltd.,in
2004-12-10,NCC Ltd.,in
2004-12-10,NDTV Ltd.,in
2004-12-10,NOCIL Ltd.,out
2004-12-10,Parekh Platinum Ltd.,out
2004-12-10,Patni Computer Systems Ltd.,in
2004-12-10,Peninsula Land Ltd.,out
2004-12-10,Petronet LNG Ltd.,in
2004-12-10,Procter & Gamble Hygiene & Health Care Ltd.,in
2004-12-10,R. S. Software (India) Ltd.,out
2004-12-10,RPG Cables Ltd.,out
2004-12-10,Shree Rama Newsprint Ltd.,in
2004-12-10,Snowcem India Ltd.,out
2004-12-10,Sona Koyo Steering Systems Ltd.,in
2004-12-10,Southern Petrochemicals Industries Corporation Ltd.,out
2004-12-10,Sterlite Industries (India) Ltd.,in
2004-12-10,Strides Arcolab Ltd.,in
2004-12-10,Suryalakshmi Cotton Mills Ltd.,in
2004-12-10,TV Today Network Ltd.,in
2004-12-10,Yokogawa Ltd.,out
2004-12-10,e-Serve International Ltd.,out
2004-12-22,Jindal Photo Ltd.,out
2004-12-22,Tata Consultancy Services Ltd.,in
2005-01-05,India Gypsum Ltd.,out
2005-01-05,UltraTech Cement Ltd.,in
2005-02-18,Indiabulls Financial Services Ltd.,in
2005-02-18,Jindal Iron & Steel Co. Ltd.,out
2005-02-21,JSW Steel Ltd.,out
2005-02-21,Jindal Stainless Ltd.,in
2005-03-04,Bosch Chassis Systems India Ltd.,in
2005-03-04,Pharmacia Healthcare Ltd.,out
2005-03-15,Eveready Industries India Ltd.,out
2005-03-15,Shriram Investments Ltd.-Merged,in
2005-03-24,NTPC Ltd.,in
2005-03-24,Wimco Ltd.-Delisted,out
2005-04-06,Suryalakshmi Cotton Mills Ltd.,out
2005-04-06,Tata Metaliks Ltd.,in
2005-04-08,Gujarat NRE Coke Ltd.,in
2005-04-08,ITC Hotels Ltd.,out
2005-04-13,Fresenius Kabi Oncology Ltd.,in
2005-04-13,Vardhman Holdings Ltd.,out
2005-04-20,Aarti Industries Ltd.,in
2005-04-20,Eicher Ltd.,in
2005-04-20,Radico Khaitan Ltd,in
2005-04-20,Shirpur Gold Refinery Ltd.,out
2005-04-20,Wellwin Industry Ltd.,out
2005-04-20,Welspun Corp Ltd.,out
2005-04-25,Essar Steel Ltd.,out
2005-04-25,Ind-Swift Laboratories Ltd.,in
2005-05-09,IDBI Bank Ltd.-OLD,out
2005-05-09,Vishal Exports Overseas Ltd.,in
2005-06-29,Morepen Laboratories Ltd.,out
2005-06-29,Patel Engineering Ltd.,in
2005-08-05,Jet Airways (India) Ltd.,in
2005-08-05,Tata Finance Ltd.,out
2005-09-26,Ashima Ltd.,out
2005-09-26,Bhansali Engineering Polymers Ltd.,in
2005-09-26,Consolidated Finvest & Holdings Ltd.,in
2005-09-26,Creative Eye Ltd.,out
2005-09-26,Cybertech Systems & Software Ltd.,out
2005-09-26,DSQ Software Ltd.,out
2005-09-26,Digjam Ltd.,out
2005-09-26,Dwarikesh Sugar Industrial Ltd.,in
2005-09-26,Gateway Distriparks Ltd.,in
2005-09-26,HSIL Ltd.,in
2005-09-26,Hindustan Organic Chemicals Ltd.,out
2005-09-26,Narmada Chematur Petrochemicals Ltd.,in
2005-09-26,Rajesh Exports Ltd.,in
2005-09-26,Tamilnadu Telecommunications Ltd.,out
2005-10-06,Bank of Punjab Ltd.,out
2005-10-06,JSW Steel Ltd.,in
2005-12-08,Financial Technologies (India) Ltd.,in
2005-12-08,JSW ISPAT Steel Ltd.,out
2005-12-14,Essar Steel Ltd.,in
2005-12-14,Shriram Investments Ltd.-Merged,out
2006-01-06,Shoppers Stop Ltd.,in
2006-01-06,Videocon International Ltd.,out
2006-02-03,Flextronics Software Systems Ltd.,out
2006-02-03,IDFC Ltd.,in
2006-03-02,BSL Ltd.,out
2006-03-02,Fertilisers and Chemicals Travancore Ltd.,out
2006-03-02,Gokaldas Exports Ltd.,in
2006-03-02,Greaves Cotton Ltd.,in
2006-03-02,HSBC InvestDirect (India) Ltd.,in
2006-03-02,HT Media Ltd.,in
2006-03-02,India Glycols Ltd.,in
2006-03-02,KDL Biotech Ltd.,out
2006-03-02,Mercator Ltd.,in
2006-03-02,Regency Ceramics Ltd.,out
2006-03-02,Shree Rama Multi Tech Ltd.,out
2006-03-02,Simplex Infrastructures Ltd.,in
2006-03-02,Tata Teleservices (Maharashtra) Ltd.,out
2006-03-02,Vinyl Chemicals (India) Ltd.,out
2006-03-23,Suzlon Energy Ltd.,in
2006-03-23,Vashisti Detergents Ltd.,out
2006-04-10,Indo Gulf Fertilisers Ltd.,out
2006-04-10,Triveni Engineering & Industries Ltd.,in
2006-04-13,Clariant (India) Ltd.,out
2006-04-13,Shree Renuka Sugars Ltd.,in
2006-05-17,Deccan Chronicle Holdings Ltd.,in
2006-05-17,Munjal Auto Industries Ltd.,out
2006-07-10,Birla Global Finance Ltd.,out
2006-07-10,Reliance Communications Ltd.,in
2006-07-14,Videocon Industries Ltd.,in
2006-07-14,Williamson Tea Assam Ltd.,out
2006-07-25,Reliance Natural Resources Ltd.,in
2006-07-25,Shyam Telecom Ltd.,out
2006-08-02,B L Kashyap & Sons Ltd.,in
2006-08-02,Shree Rama Newsprint Ltd.,out
2006-08-10,Infomedia Press Ltd.,out
2006-08-10,Punj Lloyd Ltd.,in
2006-09-13,Ansal Properties & Infrastructure Ltd.,in
2006-09-13,Kalpataru Power Transmission Ltd.,in
2006-09-13,Kirloskar Brothers Ltd.,in
2006-09-13,Kitply Industries Ltd.,out
2006-09-13,Pentamedia Graphics Ltd.,out
2006-09-13,Pentasoft Technologies Ltd.,out
2006-09-21,Inox Leisure Ltd.,in
2006-09-21,Torrent Power AEC Ltd.,out
2006-09-22,Kochi Refineries Ltd.,out
2006-09-22,Sun TV Network Ltd.,in
2006-09-28,Gitanjali Gems Ltd.,in
2006-09-28,Manali Petrochemicals Ltd.,out
2006-10-05,Central India Polyesters Ltd.,out
2006-10-05,Mahindra & Mahindra Financial Services Ltd.,in
2006-10-05,United Western Bank Ltd.,out
2006-10-05,Welspun Corp Ltd.,in
2006-11-08,Era Infra Engineering Ltd.,in
2006-11-08,Great Eastern Shipping Co. Ltd.,out
2006-11-17,D.S. Kulkarni Developers Ltd.,in
2006-11-17,Television Eighteen India Ltd.,out
2006-12-15,FCL Technologies & Products Ltd.,out
2006-12-15,GMR Infrastructure Ltd.,in
2007-01-24,Nahar Poly Films Ltd.,out
2007-01-24,Nahar Spinning Mills Ltd.,out
2007-01-24,Shree Precoated Steels Ltd.,in
2007-01-24,Tech Mahindra Ltd.,in
2007-03-06,Eicher Ltd.,out
2007-03-06,Unity Infraprojects Ltd.,in
2007-03-15,Hindustan Zinc Ltd.,in
2007-03-15,Narmada Chematur Petrochemicals Ltd.,out
2007-03-29,Great Eastern Shipping Co. Ltd.,in
2007-03-29,Hinduja Ventures Ltd.,out
2007-04-04,Allcargo Logistics Ltd.,in
2007-04-04,Amtek India Ltd.,in
2007-04-04,Atlas Cycle (Haryana) Ltd.,out
2007-04-04,Bombay Rayon Fashions Ltd.,in
2007-04-04,Cinevista Ltd.,out
2007-04-04,Entertainment Network India Ltd.,in
2007-04-04,GTN Industries Ltd.,out
2007-04-04,Geojit BNP Paribas Financial Services Ltd.,in
2007-04-04,Jagran Prakashan Ltd.,in
2007-04-04,Jain Studios Ltd.,out
2007-04-04,Maars Software International Ltd.,out
2007-04-04,McLeod Russel India Ltd.,in
2007-04-04,Melstar Information Technologies Ltd.,out
2007-04-04,Noida-Toll Bridge Co. Ltd.,in
2007-04-04,Orient Information Technologies Ltd.,out
2007-04-04,Pritish Nandy Communications Ltd.,out
2007-04-04,Tips Industries Ltd.,out
2007-04-04,Trigyn Technologies Ltd.,out
2007-04-04,Uttam Sugar Mills Ltd.,in
2007-04-04,Varun Shipping Co. Ltd.,in
2007-04-30,Parsvnath Developer Ltd.,in
2007-04-30,Visualsoft Technologies Ltd.,out
2007-06-04,IBP Co. Ltd.,out
2007-06-04,Lanco Infratech Ltd.,in
2007-09-10,FCI OEN Connectors Ltd.,out
2007-09-10,Indiabulls Real Estate Ltd.,in
2007-09-24,Birla Ericsson Optical Ltd.,out
2007-09-24,Donear Industries Ltd.,in
2007-09-24,GSL Nova Petrochemicals Ltd.,out
2007-09-24,GTL Infrastructure Ltd.,in
2007-09-24,Idea Cellular Ltd.,in
2007-09-24,JM Financial Ltd.,in
2007-09-24,Jagsonpal Pharmaceuticals Ltd.,out
2007-09-24,Kakatiya Cement Sugar & Industries Ltd.,out
2007-09-24,Lakshmi Energy & Foods Ltd.,in
2007-09-24,Maral Overseas Ltd.,out
2007-09-24,Onward Technologies Ltd.,out
2007-09-24,Oswal Chemicals & Fertilizers Ltd.,in
2007-09-24,Patspin India Ltd.,out
2007-09-24,Power Finance Corporation Ltd.,in
2007-09-24,Provogue (India) Ltd.,in
2007-09-24,Pudumjee Pulp & Paper Mills Ltd.,out
2007-09-24,S.B.& T. International Ltd.,out
2007-09-24,Sobha Developers Ltd.,in
2007-09-24,Television Eighteen India Ltd.,in
2007-09-24,Todays Writing Instruments Ltd.,out
2007-10-05,Indian Petrochemicals Corporation Ltd.,out
2007-10-05,MindTree Ltd.,in
2007-10-25,Educomp Solutions Ltd.,in
2007-10-25,Sri Adhikari Brothers Television Network Ltd.,out
2007-11-29,Colgate Palmolive (India) Ltd.,out
2007-11-29,TV18 Broadcast Ltd.,in
2007-12-07,DLF Ltd.,in
2007-12-07,Essar Steel Ltd.,out
2007-12-26,Ceat Ltd.,out
2007-12-26,Firstsource Solutions Ltd.,in
2007-12-26,India Infoline Ltd.,in
2007-12-26,Rain Calcining Ltd.,out
2008-01-01,Hubtown Ltd.,in
2008-01-01,Indiabulls Financial Services Ltd.,out
2008-01-28,Info Edge (India) Ltd.,in
2008-01-28,iGate Global Solutions Ltd.,out
2008-02-15,ABG Shipyard Ltd.,in
2008-02-15,Anant Raj Ltd.,in
2008-02-15,Brabourne Enterprises Ltd.,out
2008-02-15,Godavari Fertilisers & Chemicals Ltd.,out
2008-02-15,NIIT Ltd.,in
2008-02-15,Pearl Global Industries Ltd.,in
2008-02-15,Piramal Enterprises Ltd.,out
2008-02-15,Rane Brake Linings Ltd. -old,out
2008-02-15,Rane Engine Valves Ltd. -old,out
2008-02-15,Siti Cable Network Ltd.,in
2008-02-29,Ballarpur Industries Ltd.,out
2008-02-29,Zee Media Corporation Ltd.,in
2008-03-14,Bajaj Auto Ltd.,out
2008-03-14,Power Grid Corporation of India Ltd.,in
2008-04-23,Elgi Rubber Company Ltd.,out
2008-04-23,Housing Development and Infrastructure Ltd.,in
2008-04-24,Adani Ports and Special Economic Zone Ltd.,in
2008-04-24,Indiabulls Financial Services Ltd.,in
2008-04-24,S. Kumars Nationwide Ltd.,out
2008-04-24,Sundaram Clayton Ltd.- OLD,out
2008-05-21,Edelweiss Financial Services Ltd.,in
2008-05-21,LG Balakrishnan & Bros Ltd.,out
2008-09-10,Accelya Kale Solutions Ltd.,out
2008-09-10,Archies Ltd.,out
2008-09-10,Bajaj Auto Ltd.,in
2008-09-10,Bajaj Holdings & Investment Ltd.,in
2008-09-10,Blue Star Infotech Ltd.,out
2008-09-10,Castrol (India) Ltd.,in
2008-09-10,Essar Ports Ltd.,in
2008-09-10,Fortis Healthcare Ltd.,in
2008-09-10,India Nippon Electricals Ltd.,out
2008-09-10,Indian Card Clothing Co. Ltd.,out
2008-09-10,Kopran Ltd.,out
2008-09-10,NMDC Ltd.,in
2008-09-10,Rei Agro Ltd.,in
2008-09-10,Reliance Power Ltd.,in
2008-09-10,Rural Electrification Corporation Ltd.,in
2008-09-10,S. Kumars Nationwide Ltd.,in
2008-09-10,Sundaram Brake Linings Ltd.,out
2008-09-10,Vardhman Polytex Ltd.,out
2008-09-10,Visaka Industries Ltd.,out
2008-09-10,Zenith Computer Ltd.,out
2008-09-22,Rei Agro Ltd.,out
2008-09-22,Reliance Petroleum Ltd.,in
2008-10-31,Bajaj Finserv Ltd.,in
2008-10-31,Bosch Chassis Systems India Ltd.,out
2008-11-05,MPS Ltd.,out
2008-11-05,Omaxe Ltd.,in
2008-12-03,Kothari Products Ltd.,out
2008-12-03,Religare Enterprises Ltd.,in
2008-12-29,Cadila Healthcare Ltd.,out
2008-12-29,Colgate Palmolive (India) Ltd.,in
2009-01-12,Cairn India Ltd.,in
2009-01-12,Satyam Computer Services Ltd.,out
2009-02-25,GVK Power & Infrastructures Ltd.,in
2009-02-25,Punjab Tractors Ltd.,out
2009-03-27,Advanta Ltd.,in
2009-03-27,Alstom T&D India Ltd.,in
2009-03-27,Ballarpur Industries Ltd.,in
2009-03-27,Capital First Ltd.,in
2009-03-27,Chettinad Cement Corporation Ltd.,in
2009-03-27,DIC India Ltd.,out
2009-03-27,Dynamatic Technologies Ltd.,in
2009-03-27,Foseco India Ltd.,out
2009-03-27,IRB Infrastructure Developers Ltd.,in
2009-03-27,Jai Corp Ltd.,in
2009-03-27,K.S. Oils Ltd.,in
2009-03-27,Koutons Retail India Ltd.,in
2009-03-27,Maharashtra Scooters Ltd.,out
2009-03-27,NEPC India Ltd,out
2009-03-27,National Fertilizers Ltd.,in
2009-03-27,Piramal Enterprises Ltd.,in
2009-03-27,Puravankara Projects Ltd.,in
2009-03-27,SML Isuzu Ltd.,out
2009-03-27,Salora International Ltd.,out
2009-03-27,Samtel Color Ltd.,out
2009-03-27,Sandesh Ltd.,out
2009-03-27,Siti Cable Network Ltd.,out
2009-03-27,Styrolution ABS (India) Ltd.,out
2009-03-27,Summit Securities Ltd.- Old,out
2009-03-27,Thiru Arooran Sugars Ltd.,out
2009-03-27,UTV Software Communication Ltd.,in
2009-03-27,V2 Retail Ltd.,in
2009-03-27,Vindhya Telelinks Ltd.,out
2009-03-27,Vishal Exports Overseas Ltd.,out
2009-03-27,Wheels India Ltd.,out
2009-04-17,Motilal Oswal Financial Services Ltd.,in
2009-04-17,RSWM Ltd.,out
2009-04-21,Bongaigaon Refinery & Petrochemicals Ltd.,out
2009-04-21,Cadila Healthcare Ltd.,in
2009-05-11,Rei Agro Ltd.,in
2009-05-11,Shree Precoated Steels Ltd.,out
2009-06-17,Phoenix Mills Ltd.,in
2009-06-17,Reliance Petroleum Ltd.,out
2009-06-19,Tulip Telecom Ltd.,in
2009-06-19,Welspun India Ltd.,out
2009-06-23,Aztecsoft Ltd.,out
2009-06-23,Century Plyboards (India) Ltd.,in
2009-07-31,Reliance MediaWorks Ltd.,out
2009-07-31,Torrent Power Ltd.,in
2009-08-14,Indiabulls Securities Ltd.,in
2009-08-14,Matrix Laboratories Ltd.,out
2009-10-22,Agro Dutch Industries Ltd.,out
2009-10-22,Chettinad Cement Corporation Ltd.,out
2009-10-22,Crest Animation Studios Ltd.,out
2009-10-22,Everest Kanto Cylinder Ltd.,in
2009-10-22,GOL Offshore Ltd.,in
2009-10-22,Gujarat State Petronet Ltd.,in
2009-10-22,Honda SIEL Power Products Ltd.,out
2009-10-22,IFCI Ltd.,in
2009-10-22,JSW ISPAT Steel Ltd.,in
2009-10-22,Kec International Ltd.,in
2009-10-22,Lumax Industries Ltd.,out
2009-10-22,MRO-TEK Ltd.,out
2009-10-22,PTC India Ltd.,in
2009-10-22,Redington (India) Ltd.,in
2009-10-22,Seshasayee Paper & Boards Ltd.,out
2009-10-22,UCAL Fuel Systems Ltd.,out
2009-10-22,United Breweries Ltd.,in
2009-10-22,Uttam Sugar Mills Ltd.,out
2009-10-22,Value Industries Ltd.,out
2009-10-22,Yes Bank Ltd.,in
2009-12-22,3i Infotech Ltd.,in
2009-12-22,Zandu Realty Ltd.,out
2010-02-24,Asian Hotels (North) Ltd.,out
2010-02-24,Peninsula Land Ltd.,in
2010-03-09,Brigade Enterprises Ltd.,in
2010-03-09,Kirloskar Brothers Ltd.,out
2010-04-06,Micro Inks Ltd.,out
2010-04-06,NHPC Ltd.,in
2010-04-08,Banco Products (India) Ltd.,in
2010-04-08,Binani Cement Ltd.,in
2010-04-08,Consolidated Finvest & Holdings Ltd.,out
2010-04-08,Donear Industries Ltd.,out
2010-04-08,Gammon Infrastructure Projects Ltd.,in
2010-04-08,JSW Holdings Ltd.,in
2010-04-08,Karuturi Global Ltd.,in
2010-04-08,Mukta Arts Ltd,out
2010-04-08,Sirpur Paper Mills Ltd.,out
2010-04-08,Smartlink Network Systems Ltd.,out
2010-04-15,Adani Power Ltd.,in
2010-04-15,Kirloskar Industries Ltd.,out
2010-04-15,Oil India Ltd.,in
2010-04-15,Zee Media Corporation Ltd.,out
2010-05-26,Grasim Industries Ltd.,out
2010-05-26,JSW Energy Ltd.,in
2010-07-08,HSBC InvestDirect (India) Ltd.,out
2010-07-08,Tinplate Company of India Ltd.,in
2010-08-31,Grasim Industries Ltd.,in
2010-08-31,Harrisons Malayalam Ltd.,out
2010-09-17,Future Retail Ltd.,out
2010-09-17,Jaypee Infratech Ltd.,in
2010-09-24,D B Realty Ltd.,in
2010-09-24,Dalmia Bharat Sugar and Industries Ltd.,out
2010-10-07,Jaiprakash Power Ventures Ltd.,in
2010-10-07,Jubilant Foodworks Ltd.,in
2010-10-07,Reliance Natural Resources Ltd.,out
2010-10-07,Zee Entertainment Enterprises Ltd.,out
2010-11-25,Jubilant Life Sciences Ltd.,out
2010-11-25,Sunteck Realty Ltd.,in
2011-01-20,Hathway Cable & Datacom Ltd.,in
2011-01-20,Hindustan Motors Ltd.,out
2011-01-20,Next Mediaworks Ltd.,out
2011-01-20,Shree Ashtavinayak Cine Vision Ltd.,in
2011-02-08,Himachal Fut Com Ltd.- Old,out
2011-02-08,Reliance MediaWorks Ltd.,in
2011-03-24,Nirma Ltd.,out
2011-03-24,Orbit Corporation Ltd.,in
2011-03-25,AGC Networks Ltd.,out
2011-03-25,Ajanta Pharmaceuticals Ltd.,out
2011-03-25,Allied Digital Services Ltd.,in
2011-03-25,Asian Electronics Ltd.,out
2011-03-25,BGR Energy Systems Ltd,in
2011-03-25,BPL Ltd.,out
2011-03-25,Bajaj Electricals Ltd,in
2011-03-25,CORE Education & Technologies Ltd.,in
2011-03-25,Cox & Kings Ltd.,in
2011-03-25,Delta Corp Ltd.,in
2011-03-25,Dwarikesh Sugar Industrial Ltd.,out
2011-03-25,Emami Ltd.,in
2011-03-25,Future Retail Ltd.,in
2011-03-25,Godrej Properties Ltd.,in
2011-03-25,Gokaldas Exports Ltd.,out
2011-03-25,HMT Ltd.,out
2011-03-25,JK Tyre & Industries Ltd..,in
2011-03-25,Kemrock Industries and Exports Ltd.,in
2011-03-25,Kohinoor Foods Ltd.,out
2011-03-25,Mahindra Ugine Steel Co. Ltd.,out
2011-03-25,Mirza International Ltd.,out
2011-03-25,Munjal Showa Ltd.,out
2011-03-25,Omax Autos Ltd.,out
2011-03-25,Opto Circuits (I) Ltd.,in
2011-03-25,Orissa Min Dev Co Ltd.,in
2011-03-25,PVP Ventures Ltd.,out
2011-03-25,Pearl Global Industries Ltd.,out
2011-03-25,Pipavav Defence and Offshore Engineering Company Ltd.,in
2011-03-25,Ramco Systems Ltd.,out
2011-03-25,Sadbhav Engineering Ltd,in
2011-03-25,Saregama India Ltd,out
2011-03-25,V2 Retail Ltd.,out
2011-03-25,Vardhman Textiles Ltd.,out
2011-03-25,Whirlpool of India Ltd.,in
2011-03-25,Zee Entertainment Enterprises Ltd.,in
2011-03-25,Zydus Wellness Ltd.,in
2011-04-11,Alembic Ltd.,out
2011-04-11,Coal India Ltd.,in
2011-04-21,Indiabulls Real Estate Ltd.,out
2011-04-21,Oberoi Realty Ltd.,in
2011-05-03,Prestige Estates Projects Ltd.,in
2011-05-03,Triveni Engineering & Industries Ltd.,out
2011-05-18,ARSS Infrastructure Projects Ltd.,in
2011-05-18,Binani Cement Ltd.,out
2011-05-18,Essar Ports Ltd.,out
2011-05-18,IL&FS Engineering and Construction Company Ltd.,in
2011-06-21,Indiabulls Real Estate Ltd.,in
2011-06-21,Television Eighteen India Ltd.,out
2011-08-29,Dish TV India Ltd.,in
2011-08-29,Nagarjuna Fertilizers & Chemicals Ltd.,out
2011-10-10,AIA Engineering Ltd.,in
2011-10-10,Ador Welding Ltd.,out
2011-10-10,Aftek Ltd.,out
2011-10-10,Aksh Optifibre Ltd.,out
2011-10-10,Andhra Sugars Ltd.,out
2011-10-10,B L Kashyap & Sons Ltd.,out
2011-10-10,BF Utilities Ltd.,in
2011-10-10,Central Bank of India,in
2011-10-10,Cosmo Films Ltd.,out
2011-10-10,D.S. Kulkarni Developers Ltd.,out
2011-10-10,Development Credit Bank Ltd,in
2011-10-10,Dewan Housing Finance Corporation Ltd.,in
2011-10-10,Dhanlaxmi Bank Ltd.,in
2011-10-10,Everest Industries Ltd.,out
2011-10-10,Gujarat Pipavav Port Ltd.,in
2011-10-10,Heritage Foods Ltd.,out
2011-10-10,Hikal Ltd.,out
2011-10-10,Himachal Fut Com Ltd.,in
2011-10-10,Indiabulls Power Ltd.,in
2011-10-10,Indian Bank,in
2011-10-10,Jubilant Life Sciences Ltd.,in
2011-10-10,KSK Energy Ventures Ltd,in
2011-10-10,Koutons Retail India Ltd.,out
2011-10-10,NRB Bearings Ltd.,out
2011-10-10,Network18 Media & Investments Ltd.,in
2011-10-10,PNB Gilts Ltd.,out
2011-10-10,Page Industries Ltd.,in
2011-10-10,Persistent Systems Ltd.,in
2011-10-10,Pricol Ltd.,out
2011-10-10,Rico Auto Industries Ltd.,out
2011-10-10,SEAMEC Ltd.,out
2011-10-10,SKS Microfinance Ltd.,in
2011-10-10,Sakthi Sugars Ltd.,out
2011-10-10,State Bank of Bikaner & Jaipur Ltd.,in
2011-10-10,State Bank of Travancore,in
2011-10-10,Sujana Towers Ltd.-old,in
2011-10-10,Tamilnadu Petroproducts Ltd.,out
2011-10-10,Tourism Finance Corporation of India Ltd.,out
2011-10-10,Trident Ltd.,out
2011-10-10,eClerx Services Ltd.,in
2011-11-22,Future Consumer Enterprise Ltd.,in
2011-11-22,Jindal Saw Ltd.,out
2011-12-07,Indiabulls Real Estate Ltd.,out
2011-12-07,Jai Balaji Industries Ltd.,in
2011-12-14,Alstom T&D India Ltd.,out
2011-12-14,MVL Ltd.,in
2012-03-07,Jindal Saw Ltd.,in
2012-03-07,Provogue (India) Ltd.,out
2012-03-09,Carol Info Services Ltd.,out
2012-03-09,Indiabulls Real Estate Ltd.,in
2012-03-09,L&T Finance Holdings Ltd.,in
2012-03-09,UTV Software Communication Ltd.,out
2012-04-09,United Breweries (Holdings) Ltd.,in
2012-04-09,Zuari Global Ltd.,out
2012-04-12,Alfa Laval (India) Ltd.,out
2012-04-12,J.Kumar Infraprojects Ltd.,in
2012-04-27,Allied Digital Services Ltd.,out
2012-04-27,Alstom T&D India Ltd.,in
2012-04-27,Arshiya International Ltd.,in
2012-04-27,Balaji Telefilms Ltd.,out
2012-04-27,Dhampur Sugar Mills Ltd.,out
2012-04-27,Eros Intl Media Ltd.,in
2012-04-27,ICRA Ltd.,in
2012-04-27,ICSA (India) Ltd.,in
2012-04-27,Inox Leisure Ltd.,out
2012-04-27,Kwality Ltd.,in
2012-04-27,Lakshmi Energy & Foods Ltd.,out
2012-04-27,Lovable Lingerie Ltd.,in
2012-04-27,Muthoot Finance Ltd.,in
2012-04-27,NDTV Ltd.,out
2012-04-27,NELCO Ltd.,out
2012-04-27,National Fertilizers Ltd.,out
2012-04-27,Panacea Biotec Ltd.,out
2012-04-27,Paper Products Ltd.,out
2012-04-27,Prakash Industries Ltd.,in
2012-04-27,Ramky Infra Ltd.,in
2012-04-27,State Trading Corporation of India Ltd.,out
2012-04-27,Surya Roshni Ltd.,out
2012-04-27,TD Power Systems Ltd.,in
2012-04-27,Tata Metaliks Ltd.,out
2012-04-27,Techno Elt & Eng Co. Ltd.,in
2012-04-27,Tree House Education & Accessories Ltd.,in
2012-04-27,WABCO India Ltd.,in
2012-04-27,Wockhardt Ltd.,out
2012-05-21,Patni Computer Systems Ltd.,out
2012-05-21,S.E. Investments Ltd.,in
2012-06-18,Chemplast Sanmar Ltd.,out
2012-06-18,Man Infraconstruction Ltd.,in
2012-09-28,3i Infotech Ltd.,out
2012-09-28,ARSS Infrastructure Projects Ltd.,out
2012-09-28,Autoline Industries Ltd.,in
2012-09-28,Balkrishna Industries Ltd.,in
2012-09-28,Bombay Burmah Trading Corporation Ltd.,in
2012-09-28,Everest Kanto Cylinder Ltd.,out
2012-09-28,First Leasing Co. of India Ltd.,out
2012-09-28,Flexituff International Ltd.,in
2012-09-28,GTL Infrastructure Ltd.,out
2012-09-28,Garden Silk Mills Ltd.,out
2012-09-28,Gati Ltd.,in
2012-09-28,Gujarat Ambuja Exports Ltd.,out
2012-09-28,ICSA (India) Ltd.,out
2012-09-28,Innoventive Industries Ltd.,in
2012-09-28,JBF Industries Ltd.,in
2012-09-28,Jay Shree Tea & Industries Ltd.,out
2012-09-28,Mandhana Industries Ltd.,in
2012-09-28,Mangalore Chemicals & Fertilizers Ltd.,in
2012-09-28,Mirc Electronics Ltd.,out
2012-09-28,Moser Baer India Ltd.,out
2012-09-28,Prime Focus Ltd,in
2012-09-28,Reliance MediaWorks Ltd.,out
2012-09-28,Shri Lakshmi Cotsyn Ltd.,in
2012-09-28,Shriram City Union Finance Ltd.,in
2012-09-28,Sterlite Industries (India) Ltd.,out
2012-09-28,Supreme Infrastructure India Ltd.,in
2012-09-28,TTK Prestige Ltd.,in
2012-09-28,TV Today Network Ltd.,out
2012-09-28,Taj GVK Hotels & Resorts Ltd.,out
2012-09-28,Vakrangee Software Ltd.,in
2013-01-23,Deccan Chronicle Holdings Ltd.,out
2013-01-23,MOIL Ltd.,in
2013-03-07,Orient Paper & Industries Ltd.,out
2013-03-07,Sun Pharma Advanced Research Company Ltd.,in
2013-03-19,Indiabulls Financial Services Ltd.,out
2013-03-19,PVR Ltd.,in
2013-04-01,Banco Products (India) Ltd.,out
2013-04-01,Bhansali Engineering Polymers Ltd.,out
2013-04-01,Den Networks Ltd.,in
2013-04-01,Dr. Datsons Labs Ltd.,in
2013-04-01,GTL Infrastructure Ltd.,in
2013-04-01,GTL Ltd.,out
2013-04-01,Gabriel India Ltd.,in
2013-04-01,Gruh Finance Ltd.,in
2013-04-01,Heritage Foods Ltd.,in
2013-04-01,Hindustan Copper Ltd.,in
2013-04-01,IL&FS Transportation Networks Ltd.,in
2013-04-01,Ind-Swift Laboratories Ltd.,out
2013-04-01,Indian Metals & Ferro Alloys Ltd.,in
2013-04-01,Indo Rama Synthetics Ltd.,out
2013-04-01,Jai Balaji Industries Ltd.,out
2013-04-01,Kwality Ltd.,out
2013-04-01,MVL Ltd.,out
2013-04-01,NIIT Technologies Ltd.,in
2013-04-01,Nilkamal Ltd.,out
2013-04-01,Onelife Capital Advisors Ltd.,in
2013-04-01,Oriental Hotels Ltd.,out
2013-04-01,Shri Lakshmi Cotsyn Ltd.,out
2013-04-01,Sona Koyo Steering Systems Ltd.,out
2013-04-01,Sterling Biotech Ltd,out
2013-04-01,Swan Energy Ltd.,in
2013-04-01,Tribhovandas Bhimji Zaveri Ltd.,in
2013-04-01,Unity Infraprojects Ltd.,out
2013-04-01,Welspun India Ltd.,in
2013-04-01,Wipro Ltd.,out
2013-04-01,Wockhardt Ltd.,in
2013-04-17,Future Retail Ltd.,out
2013-04-17,Geodesic Ltd.,in
2013-06-11,Bharti Infratel Ltd.,in
2013-06-11,D.B.Corp Ltd.,in
2013-06-11,Future Consumer Enterprise Ltd.,out
2013-06-11,JSW ISPAT Steel Ltd.,out
2013-06-21,3i Infotech Ltd.,in
2013-06-21,K.S. Oils Ltd.,out
2013-07-17,20 Microns Ltd,in
2013-07-17,Century Plyboards (India) Ltd.,out
